Route_ID,Origin,Destination,,Distance,Shift,Demand,Travel_Time,Bus_Type,Bus_Capacity
57,Stop_35,Stop_39,"Stop_35, Stop_14, Stop_10, Stop_8, Stop_32, Stop_3, Stop_35, Stop_6, Stop_39",16,Morning Off-Peak,39,22.91,I,60
57,Stop_35,Stop_39,"Stop_35, Stop_14, Stop_10, Stop_8, Stop_32, Stop_3, Stop_35, Stop_6, Stop_39",16,Morning Off-Peak,33,22.91,II,90
57,Stop_35,Stop_39,"Stop_35, Stop_14, Stop_10, Stop_8, Stop_32, Stop_3, Stop_35, Stop_6, Stop_39",16,Evening Peak,29,22.91,I,60
57,Stop_35,Stop_39,"Stop_35, Stop_14, Stop_10, Stop_8, Stop_32, Stop_3, Stop_35, Stop_6, Stop_39",16,Evening Peak,49,22.91,II,90
57,Stop_35,Stop_39,"Stop_35, Stop_14, Stop_10, Stop_8, Stop_32, Stop_3, Stop_35, Stop_6, Stop_39",16,Evening Off-Peak,23,22.91,I,60
57,Stop_35,Stop_39,"Stop_35, Stop_14, Stop_10, Stop_8, Stop_32, Stop_3, Stop_35, Stop_6, Stop_39",16,Evening Off-Peak,42,22.91,II,90
58,Stop_39,Stop_18,"Stop_39, Stop_23, Stop_27, Stop_8, Stop_18",19,Morning Peak,26,25.76,I,60
58,Stop_39,Stop_18,"Stop_39, Stop_23, Stop_27, Stop_8, Stop_18",19,Morning Peak,54,25.76,II,90
58,Stop_39,Stop_18,"Stop_39, Stop_23, Stop_27, Stop_8, Stop_18",19,Morning Off-Peak,21,25.76,I,60
58,Stop_39,Stop_18,"Stop_39, Stop_23, Stop_27, Stop_8, Stop_18",19,Morning Off-Peak,46,25.76,II,90
58,Stop_39,Stop_18,"Stop_39, Stop_23, Stop_27, Stop_8, Stop_18",19,Evening Peak,37,25.76,I,60
58,Stop_39,Stop_18,"Stop_39, Stop_23, Stop_27, Stop_8, Stop_18",19,Evening Peak,47,25.76,II,90
58,Stop_39,Stop_18,"Stop_39, Stop_23, Stop_27, Stop_8, Stop_18",19,Evening Off-Peak,35,25.76,I,60
58,Stop_39,Stop_18,"Stop_39, Stop_23, Stop_27, Stop_8, Stop_18",19,Evening Off-Peak,48,25.76,II,90
59,Stop_18,Stop_30,"Stop_18, Stop_1, Stop_34, Stop_16, Stop_11, Stop_31, Stop_23, Stop_33, Stop_30, Stop_32, Stop_35, Stop_9, Stop_30",19,Morning Peak,32,27.35,I,60
59,Stop_18,Stop_30,"Stop_18, Stop_1, Stop_34, Stop_16, Stop_11, Stop_31, Stop_23, Stop_33, Stop_30, Stop_32, Stop_35, Stop_9, Stop_30",19,Morning Peak,37,27.35,II,90
59,Stop_18,Stop_30,"Stop_18, Stop_1, Stop_34, Stop_16, Stop_11, Stop_31, Stop_23, Stop_33, Stop_30, Stop_32, Stop_35, Stop_9, Stop_30",19,Morning Off-Peak,20,27.35,I,60
59,Stop_18,Stop_30,"Stop_18, Stop_1, Stop_34, Stop_16, Stop_11, Stop_31, Stop_23, Stop_33, Stop_30, Stop_32, Stop_35, Stop_9, Stop_30",19,Morning Off-Peak,59,27.35,II,90
59,Stop_18,Stop_30,"Stop_18, Stop_1, Stop_34, Stop_16, Stop_11, Stop_31, Stop_23, Stop_33, Stop_30, Stop_32, Stop_35, Stop_9, Stop_30",19,Evening Peak,30,27.35,I,60
59,Stop_18,Stop_30,"Stop_18, Stop_1, Stop_34, Stop_16, Stop_11, Stop_31, Stop_23, Stop_33, Stop_30, Stop_32, Stop_35, Stop_9, Stop_30",19,Evening Peak,55,27.35,II,90
59,Stop_18,Stop_30,"Stop_18, Stop_1, Stop_34, Stop_16, Stop_11, Stop_31, Stop_23, Stop_33, Stop_30, Stop_32, Stop_35, Stop_9, Stop_30",19,Evening Off-Peak,27,27.35,I,60
59,Stop_18,Stop_30,"Stop_18, Stop_1, Stop_34, Stop_16, Stop_11, Stop_31, Stop_23, Stop_33, Stop_30, Stop_32, Stop_35, Stop_9, Stop_30",19,Evening Off-Peak,51,27.35,II,90
60,Stop_30,Stop_23,"Stop_30, Stop_24, Stop_11, Stop_8, Stop_21, Stop_35, Stop_23",23,Morning Peak,27,21.26,I,60
60,Stop_30,Stop_23,"Stop_30, Stop_24, Stop_11, Stop_8, Stop_21, Stop_35, Stop_23",23,Morning Peak,56,21.26,II,90
60,Stop_30,Stop_23,"Stop_30, Stop_24, Stop_11, Stop_8, Stop_21, Stop_35, Stop_23",23,Morning Off-Peak,25,21.26,I,60
60,Stop_30,Stop_23,"Stop_30, Stop_24, Stop_11, Stop_8, Stop_21, Stop_35, Stop_23",23,Morning Off-Peak,52,21.26,II,90
60,Stop_30,Stop_23,"Stop_30, Stop_24, Stop_11, Stop_8, Stop_21, Stop_35, Stop_23",23,Evening Peak,23,21.26,I,60
60,Stop_30,Stop_23,"Stop_30, Stop_24, Stop_11, Stop_8, Stop_21, Stop_35, Stop_23",23,Evening Peak,60,21.26,II,90
60,Stop_30,Stop_23,"Stop_30, Stop_24, Stop_11, Stop_8, Stop_21, Stop_35, Stop_23",23,Evening Off-Peak,39,21.26,I,60
60,Stop_30,Stop_23,"Stop_30, Stop_24, Stop_11, Stop_8, Stop_21, Stop_35, Stop_23",23,Evening Off-Peak,38,21.26,II,90
61,Stop_23,Stop_24,"Stop_23, Stop_1, Stop_28, Stop_18, Stop_33, Stop_35, Stop_24",16,Morning Peak,35,26.97,I,60
61,Stop_23,Stop_24,"Stop_23, Stop_1, Stop_28, Stop_18, Stop_33, Stop_35, Stop_24",16,Morning Peak,41,26.97,II,90
61,Stop_23,Stop_24,"Stop_23, Stop_1, Stop_28, Stop_18, Stop_33, Stop_35, Stop_24",16,Morning Off-Peak,35,26.97,I,60
61,Stop_23,Stop_24,"Stop_23, Stop_1, Stop_28, Stop_18, Stop_33, Stop_35, Stop_24",16,Morning Off-Peak,52,26.97,II,90
61,Stop_23,Stop_24,"Stop_23, Stop_1, Stop_28, Stop_18, Stop_33, Stop_35, Stop_24",16,Evening Peak,21,26.97,I,60
61,Stop_23,Stop_24,"Stop_23, Stop_1, Stop_28, Stop_18, Stop_33, Stop_35, Stop_24",16,Evening Peak,59,26.97,II,90
61,Stop_23,Stop_24,"Stop_23, Stop_1, Stop_28, Stop_18, Stop_33, Stop_35, Stop_24",16,Evening Off-Peak,39,26.97,I,60
61,Stop_23,Stop_24,"Stop_23, Stop_1, Stop_28, Stop_18, Stop_33, Stop_35, Stop_24",16,Evening Off-Peak,53,26.97,II,90
62,Stop_24,Stop_37,"Stop_24, Stop_15, Stop_12, Stop_35, Stop_37",13,Morning Peak,34,28.13,I,60
62,Stop_24,Stop_37,"Stop_24, Stop_15, Stop_12, Stop_35, Stop_37",13,Morning Peak,47,28.13,II,90
62,Stop_24,Stop_37,"Stop_24, Stop_15, Stop_12, Stop_35, Stop_37",13,Morning Off-Peak,23,28.13,I,60
62,Stop_24,Stop_37,"Stop_24, Stop_15, Stop_12, Stop_35, Stop_37",13,Morning Off-Peak,45,28.13,II,90
62,Stop_24,Stop_37,"Stop_24, Stop_15, Stop_12, Stop_35, Stop_37",13,Evening Peak,21,28.13,I,60
62,Stop_24,Stop_37,"Stop_24, Stop_15, Stop_12, Stop_35, Stop_37",13,Evening Peak,50,28.13,II,90
62,Stop_24,Stop_37,"Stop_24, Stop_15, Stop_12, Stop_35, Stop_37",13,Evening Off-Peak,39,28.13,I,60
62,Stop_24,Stop_37,"Stop_24, Stop_15, Stop_12, Stop_35, Stop_37",13,Evening Off-Peak,58,28.13,II,90
63,Stop_37,Stop_39,"Stop_37, Stop_24, Stop_15, Stop_28, Stop_5, Stop_18, Stop_23, Stop_25, Stop_27, Stop_21, Stop_4, Stop_6, Stop_39",7,Morning Peak,22,14.47,I,60
63,Stop_37,Stop_39,"Stop_37, Stop_24, Stop_15, Stop_28, Stop_5, Stop_18, Stop_23, Stop_25, Stop_27, Stop_21, Stop_4, Stop_6, Stop_39",7,Morning Peak,49,14.47,II,90
63,Stop_37,Stop_39,"Stop_37, Stop_24, Stop_15, Stop_28, Stop_5, Stop_18, Stop_23, Stop_25, Stop_27, Stop_21, Stop_4, Stop_6, Stop_39",7,Morning Off-Peak,30,14.47,I,60
63,Stop_37,Stop_39,"Stop_37, Stop_24, Stop_15, Stop_28, Stop_5, Stop_18, Stop_23, Stop_25, Stop_27, Stop_21, Stop_4, Stop_6, Stop_39",7,Morning Off-Peak,55,14.47,II,90
63,Stop_37,Stop_39,"Stop_37, Stop_24, Stop_15, Stop_28, Stop_5, Stop_18, Stop_23, Stop_25, Stop_27, Stop_21, Stop_4, Stop_6, Stop_39",7,Evening Peak,24,14.47,I,60
63,Stop_37,Stop_39,"Stop_37, Stop_24, Stop_15, Stop_28, Stop_5, Stop_18, Stop_23, Stop_25, Stop_27, Stop_21, Stop_4, Stop_6, Stop_39",7,Evening Peak,58,14.47,II,90
63,Stop_37,Stop_39,"Stop_37, Stop_24, Stop_15, Stop_28, Stop_5, Stop_18, Stop_23, Stop_25, Stop_27, Stop_21, Stop_4, Stop_6, Stop_39",7,Evening Off-Peak,35,14.47,I,60
63,Stop_37,Stop_39,"Stop_37, Stop_24, Stop_15, Stop_28, Stop_5, Stop_18, Stop_23, Stop_25, Stop_27, Stop_21, Stop_4, Stop_6, Stop_39",7,Evening Off-Peak,57,14.47,II,90
64,Stop_39,Stop_38,"Stop_39, Stop_34, Stop_13, Stop_28, Stop_8, Stop_31, Stop_25, Stop_12, Stop_26, Stop_30, Stop_21, Stop_39, Stop_9, Stop_38",16,Morning Peak,27,22.38,I,60
64,Stop_39,Stop_38,"Stop_39, Stop_34, Stop_13, Stop_28, Stop_8, Stop_31, Stop_25, Stop_12, Stop_26, Stop_30, Stop_21, Stop_39, Stop_9, Stop_38",16,Morning Peak,30,22.38,II,90
64,Stop_39,Stop_38,"Stop_39, Stop_34, Stop_13, Stop_28, Stop_8, Stop_31, Stop_25, Stop_12, Stop_26, Stop_30, Stop_21, Stop_39, Stop_9, Stop_38",16,Morning Off-Peak,29,22.38,I,60
64,Stop_39,Stop_38,"Stop_39, Stop_34, Stop_13, Stop_28, Stop_8, Stop_31, Stop_25, Stop_12, Stop_26, Stop_30, Stop_21, Stop_39, Stop_9, Stop_38",16,Morning Off-Peak,51,22.38,II,90
64,Stop_39,Stop_38,"Stop_39, Stop_34, Stop_13, Stop_28, Stop_8, Stop_31, Stop_25, Stop_12, Stop_26, Stop_30, Stop_21, Stop_39, Stop_9, Stop_38",16,Evening Peak,35,22.38,I,60
64,Stop_39,Stop_38,"Stop_39, Stop_34, Stop_13, Stop_28, Stop_8, Stop_31, Stop_25, Stop_12, Stop_26, Stop_30, Stop_21, Stop_39, Stop_9, Stop_38",16,Evening Peak,46,22.38,II,90
64,Stop_39,Stop_38,"Stop_39, Stop_34, Stop_13, Stop_28, Stop_8, Stop_31, Stop_25, Stop_12, Stop_26, Stop_30, Stop_21, Stop_39, Stop_9, Stop_38",16,Evening Off-Peak,36,22.38,I,60
64,Stop_39,Stop_38,"Stop_39, Stop_34, Stop_13, Stop_28, Stop_8, Stop_31, Stop_25, Stop_12, Stop_26, Stop_30, Stop_21, Stop_39, Stop_9, Stop_38",16,Evening Off-Peak,43,22.38,II,90
65,Stop_38,Stop_24,"Stop_38, Stop_15, Stop_13, Stop_5, Stop_31, Stop_23, Stop_25, Stop_27, Stop_22, Stop_35, Stop_6, Stop_24",6,Morning Peak,24,19.2,I,60
65,Stop_38,Stop_24,"Stop_38, Stop_15, Stop_13, Stop_5, Stop_31, Stop_23, Stop_25, Stop_27, Stop_22, Stop_35, Stop_6, Stop_24",6,Morning Peak,35,19.2,II,90
65,Stop_38,Stop_24,"Stop_38, Stop_15, Stop_13, Stop_5, Stop_31, Stop_23, Stop_25, Stop_27, Stop_22, Stop_35, Stop_6, Stop_24",6,Morning Off-Peak,37,19.2,I,60
65,Stop_38,Stop_24,"Stop_38, Stop_15, Stop_13, Stop_5, Stop_31, Stop_23, Stop_25, Stop_27, Stop_22, Stop_35, Stop_6, Stop_24",6,Morning Off-Peak,43,19.2,II,90
65,Stop_38,Stop_24,"Stop_38, Stop_15, Stop_13, Stop_5, Stop_31, Stop_23, Stop_25, Stop_27, Stop_22, Stop_35, Stop_6, Stop_24",6,Evening Peak,31,19.2,I,60
65,Stop_38,Stop_24,"Stop_38, Stop_15, Stop_13, Stop_5, Stop_31, Stop_23, Stop_25, Stop_27, Stop_22, Stop_35, Stop_6, Stop_24",6,Evening Peak,60,19.2,II,90
65,Stop_38,Stop_24,"Stop_38, Stop_15, Stop_13, Stop_5, Stop_31, Stop_23, Stop_25, Stop_27, Stop_22, Stop_35, Stop_6, Stop_24",6,Evening Off-Peak,36,19.2,I,60
65,Stop_38,Stop_24,"Stop_38, Stop_15, Stop_13, Stop_5, Stop_31, Stop_23, Stop_25, Stop_27, Stop_22, Stop_35, Stop_6, Stop_24",6,Evening Off-Peak,33,19.2,II,90
66,Stop_24,Stop_26,"Stop_24, Stop_17, Stop_1, Stop_14, Stop_16, Stop_24, Stop_13, Stop_15, Stop_7, Stop_36, Stop_37, Stop_4, Stop_32, Stop_35, Stop_6, Stop_26",20,Morning Peak,32,20.84,I,60
66,Stop_24,Stop_26,"Stop_24, Stop_17, Stop_1, Stop_14, Stop_16, Stop_24, Stop_13, Stop_15, Stop_7, Stop_36, Stop_37, Stop_4, Stop_32, Stop_35, Stop_6, Stop_26",20,Morning Peak,42,20.84,II,90
66,Stop_24,Stop_26,"Stop_24, Stop_17, Stop_1, Stop_14, Stop_16, Stop_24, Stop_13, Stop_15, Stop_7, Stop_36, Stop_37, Stop_4, Stop_32, Stop_35, Stop_6, Stop_26",20,Morning Off-Peak,27,20.84,I,60
66,Stop_24,Stop_26,"Stop_24, Stop_17, Stop_1, Stop_14, Stop_16, Stop_24, Stop_13, Stop_15, Stop_7, Stop_36, Stop_37, Stop_4, Stop_32, Stop_35, Stop_6, Stop_26",20,Morning Off-Peak,38,20.84,II,90
66,Stop_24,Stop_26,"Stop_24, Stop_17, Stop_1, Stop_14, Stop_16, Stop_24, Stop_13, Stop_15, Stop_7, Stop_36, Stop_37, Stop_4, Stop_32, Stop_35, Stop_6, Stop_26",20,Evening Peak,27,20.84,I,60
66,Stop_24,Stop_26,"Stop_24, Stop_17, Stop_1, Stop_14, Stop_16, Stop_24, Stop_13, Stop_15, Stop_7, Stop_36, Stop_37, Stop_4, Stop_32, Stop_35, Stop_6, Stop_26",20,Evening Peak,48,20.84,II,90
66,Stop_24,Stop_26,"Stop_24, Stop_17, Stop_1, Stop_14, Stop_16, Stop_24, Stop_13, Stop_15, Stop_7, Stop_36, Stop_37, Stop_4, Stop_32, Stop_35, Stop_6, Stop_26",20,Evening Off-Peak,35,20.84,I,60
66,Stop_24,Stop_26,"Stop_24, Stop_17, Stop_1, Stop_14, Stop_16, Stop_24, Stop_13, Stop_15, Stop_7, Stop_36, Stop_37, Stop_4, Stop_32, Stop_35, Stop_6, Stop_26",20,Evening Off-Peak,35,20.84,II,90
67,Stop_26,Stop_31,"Stop_26, Stop_34, Stop_29, Stop_5, Stop_23, Stop_30, Stop_4, Stop_6, Stop_31",14,Morning Peak,27,22.82,I,60
67,Stop_26,Stop_31,"Stop_26, Stop_34, Stop_29, Stop_5, Stop_23, Stop_30, Stop_4, Stop_6, Stop_31",14,Morning Peak,34,22.82,II,90
67,Stop_26,Stop_31,"Stop_26, Stop_34, Stop_29, Stop_5, Stop_23, Stop_30, Stop_4, Stop_6, Stop_31",14,Morning Off-Peak,35,22.82,I,60
67,Stop_26,Stop_31,"Stop_26, Stop_34, Stop_29, Stop_5, Stop_23, Stop_30, Stop_4, Stop_6, Stop_31",14,Morning Off-Peak,39,22.82,II,90
67,Stop_26,Stop_31,"Stop_26, Stop_34, Stop_29, Stop_5, Stop_23, Stop_30, Stop_4, Stop_6, Stop_31",14,Evening Peak,23,22.82,I,60
67,Stop_26,Stop_31,"Stop_26, Stop_34, Stop_29, Stop_5, Stop_23, Stop_30, Stop_4, Stop_6, Stop_31",14,Evening Peak,38,22.82,II,90
67,Stop_26,Stop_31,"Stop_26, Stop_34, Stop_29, Stop_5, Stop_23, Stop_30, Stop_4, Stop_6, Stop_31",14,Evening Off-Peak,25,22.82,I,60
67,Stop_26,Stop_31,"Stop_26, Stop_34, Stop_29, Stop_5, Stop_23, Stop_30, Stop_4, Stop_6, Stop_31",14,Evening Off-Peak,49,22.82,II,90
68,Stop_31,Stop_21,"Stop_31, Stop_19, Stop_14, Stop_10, Stop_5, Stop_18, Stop_23, Stop_33, Stop_12, Stop_3, Stop_9, Stop_21",29,Morning Peak,32,28.15,I,60
68,Stop_31,Stop_21,"Stop_31, Stop_19, Stop_14, Stop_10, Stop_5, Stop_18, Stop_23, Stop_33, Stop_12, Stop_3, Stop_9, Stop_21",29,Morning Peak,43,28.15,II,90
68,Stop_31,Stop_21,"Stop_31, Stop_19, Stop_14, Stop_10, Stop_5, Stop_18, Stop_23, Stop_33, Stop_12, Stop_3, Stop_9, Stop_21",29,Morning Off-Peak,28,28.15,I,60
68,Stop_31,Stop_21,"Stop_31, Stop_19, Stop_14, Stop_10, Stop_5, Stop_18, Stop_23, Stop_33, Stop_12, Stop_3, Stop_9, Stop_21",29,Morning Off-Peak,49,28.15,II,90
68,Stop_31,Stop_21,"Stop_31, Stop_19, Stop_14, Stop_10, Stop_5, Stop_18, Stop_23, Stop_33, Stop_12, Stop_3, Stop_9, Stop_21",29,Evening Peak,30,28.15,I,60
68,Stop_31,Stop_21,"Stop_31, Stop_19, Stop_14, Stop_10, Stop_5, Stop_18, Stop_23, Stop_33, Stop_12, Stop_3, Stop_9, Stop_21",29,Evening Peak,51,28.15,II,90
68,Stop_31,Stop_21,"Stop_31, Stop_19, Stop_14, Stop_10, Stop_5, Stop_18, Stop_23, Stop_33, Stop_12, Stop_3, Stop_9, Stop_21",29,Evening Off-Peak,36,28.15,I,60
68,Stop_31,Stop_21,"Stop_31, Stop_19, Stop_14, Stop_10, Stop_5, Stop_18, Stop_23, Stop_33, Stop_12, Stop_3, Stop_9, Stop_21",29,Evening Off-Peak,41,28.15,II,90
69,Stop_21,Stop_32,"Stop_21, Stop_16, Stop_13, Stop_11, Stop_2, Stop_18, Stop_12, Stop_26, Stop_39, Stop_4, Stop_35, Stop_6, Stop_32",19,Morning Peak,26,23.66,I,60
69,Stop_21,Stop_32,"Stop_21, Stop_16, Stop_13, Stop_11, Stop_2, Stop_18, Stop_12, Stop_26, Stop_39, Stop_4, Stop_35, Stop_6, Stop_32",19,Morning Peak,43,23.66,II,90
69,Stop_21,Stop_32,"Stop_21, Stop_16, Stop_13, Stop_11, Stop_2, Stop_18, Stop_12, Stop_26, Stop_39, Stop_4, Stop_35, Stop_6, Stop_32",19,Morning Off-Peak,31,23.66,I,60
69,Stop_21,Stop_32,"Stop_21, Stop_16, Stop_13, Stop_11, Stop_2, Stop_18, Stop_12, Stop_26, Stop_39, Stop_4, Stop_35, Stop_6, Stop_32",19,Morning Off-Peak,46,23.66,II,90
69,Stop_21,Stop_32,"Stop_21, Stop_16, Stop_13, Stop_11, Stop_2, Stop_18, Stop_12, Stop_26, Stop_39, Stop_4, Stop_35, Stop_6, Stop_32",19,Evening Peak,23,23.66,I,60
69,Stop_21,Stop_32,"Stop_21, Stop_16, Stop_13, Stop_11, Stop_2, Stop_18, Stop_12, Stop_26, Stop_39, Stop_4, Stop_35, Stop_6, Stop_32",19,Evening Peak,55,23.66,II,90
69,Stop_21,Stop_32,"Stop_21, Stop_16, Stop_13, Stop_11, Stop_2, Stop_18, Stop_12, Stop_26, Stop_39, Stop_4, Stop_35, Stop_6, Stop_32",19,Evening Off-Peak,34,23.66,I,60
69,Stop_21,Stop_32,"Stop_21, Stop_16, Stop_13, Stop_11, Stop_2, Stop_18, Stop_12, Stop_26, Stop_39, Stop_4, Stop_35, Stop_6, Stop_32",19,Evening Off-Peak,52,23.66,II,90
70,Stop_32,Stop_23,"Stop_32, Stop_29, Stop_19, Stop_15, Stop_36, Stop_37, Stop_3, Stop_23",17,Morning Peak,24,25.22,I,60
70,Stop_32,Stop_23,"Stop_32, Stop_29, Stop_19, Stop_15, Stop_36, Stop_37, Stop_3, Stop_23",17,Morning Peak,58,25.22,II,90
70,Stop_32,Stop_23,"Stop_32, Stop_29, Stop_19, Stop_15, Stop_36, Stop_37, Stop_3, Stop_23",17,Morning Off-Peak,23,25.22,I,60
70,Stop_32,Stop_23,"Stop_32, Stop_29, Stop_19, Stop_15, Stop_36, Stop_37, Stop_3, Stop_23",17,Morning Off-Peak,45,25.22,II,90
70,Stop_32,Stop_23,"Stop_32, Stop_29, Stop_19, Stop_15, Stop_36, Stop_37, Stop_3, Stop_23",17,Evening Peak,23,25.22,I,60
70,Stop_32,Stop_23,"Stop_32, Stop_29, Stop_19, Stop_15, Stop_36, Stop_37, Stop_3, Stop_23",17,Evening Peak,52,25.22,II,90
70,Stop_32,Stop_23,"Stop_32, Stop_29, Stop_19, Stop_15, Stop_36, Stop_37, Stop_3, Stop_23",17,Evening Off-Peak,23,25.22,I,60
70,Stop_32,Stop_23,"Stop_32, Stop_29, Stop_19, Stop_15, Stop_36, Stop_37, Stop_3, Stop_23",17,Evening Off-Peak,44,25.22,II,90
71,Stop_23,Stop_29,"Stop_23, Stop_38, Stop_6, Stop_15, Stop_20, Stop_9, Stop_29",8,Morning Peak,24,12.84,I,60
71,Stop_23,Stop_29,"Stop_23, Stop_38, Stop_6, Stop_15, Stop_20, Stop_9, Stop_29",8,Morning Peak,60,12.84,II,90
71,Stop_23,Stop_29,"Stop_23, Stop_38, Stop_6, Stop_15, Stop_20, Stop_9, Stop_29",8,Morning Off-Peak,23,12.84,I,60
71,Stop_23,Stop_29,"Stop_23, Stop_38, Stop_6, Stop_15, Stop_20, Stop_9, Stop_29",8,Morning Off-Peak,42,12.84,II,90
71,Stop_23,Stop_29,"Stop_23, Stop_38, Stop_6, Stop_15, Stop_20, Stop_9, Stop_29",8,Evening Peak,26,12.84,I,60
71,Stop_23,Stop_29,"Stop_23, Stop_38, Stop_6, Stop_15, Stop_20, Stop_9, Stop_29",8,Evening Peak,59,12.84,II,90
71,Stop_23,Stop_29,"Stop_23, Stop_38, Stop_6, Stop_15, Stop_20, Stop_9, Stop_29",8,Evening Off-Peak,38,12.84,I,60
71,Stop_23,Stop_29,"Stop_23, Stop_38, Stop_6, Stop_15, Stop_20, Stop_9, Stop_29",8,Evening Off-Peak,31,12.84,II,90
72,Stop_29,Stop_12,"Stop_29, Stop_17, Stop_24, Stop_32, Stop_16, Stop_12",20,Morning Peak,30,24.03,I,60
72,Stop_29,Stop_12,"Stop_29, Stop_17, Stop_24, Stop_32, Stop_16, Stop_12",20,Morning Peak,50,24.03,II,90
72,Stop_29,Stop_12,"Stop_29, Stop_17, Stop_24, Stop_32, Stop_16, Stop_12",20,Morning Off-Peak,34,24.03,I,60
72,Stop_29,Stop_12,"Stop_29, Stop_17, Stop_24, Stop_32, Stop_16, Stop_12",20,Morning Off-Peak,46,24.03,II,90
72,Stop_29,Stop_12,"Stop_29, Stop_17, Stop_24, Stop_32, Stop_16, Stop_12",20,Evening Peak,20,24.03,I,60
72,Stop_29,Stop_12,"Stop_29, Stop_17, Stop_24, Stop_32, Stop_16, Stop_12",20,Evening Peak,39,24.03,II,90
72,Stop_29,Stop_12,"Stop_29, Stop_17, Stop_24, Stop_32, Stop_16, Stop_12",20,Evening Off-Peak,23,24.03,I,60
72,Stop_29,Stop_12,"Stop_29, Stop_17, Stop_24, Stop_32, Stop_16, Stop_12",20,Evening Off-Peak,60,24.03,II,90
73,Stop_12,Stop_23,"Stop_12, Stop_16, Stop_2, Stop_12, Stop_27, Stop_3, Stop_23",6,Morning Peak,39,12.45,I,60
73,Stop_12,Stop_23,"Stop_12, Stop_16, Stop_2, Stop_12, Stop_27, Stop_3, Stop_23",6,Morning Peak,58,12.45,II,90
73,Stop_12,Stop_23,"Stop_12, Stop_16, Stop_2, Stop_12, Stop_27, Stop_3, Stop_23",6,Morning Off-Peak,27,12.45,I,60
73,Stop_12,Stop_23,"Stop_12, Stop_16, Stop_2, Stop_12, Stop_27, Stop_3, Stop_23",6,Morning Off-Peak,38,12.45,II,90
73,Stop_12,Stop_23,"Stop_12, Stop_16, Stop_2, Stop_12, Stop_27, Stop_3, Stop_23",6,Evening Peak,24,12.45,I,60
73,Stop_12,Stop_23,"Stop_12, Stop_16, Stop_2, Stop_12, Stop_27, Stop_3, Stop_23",6,Evening Peak,51,12.45,II,90
73,Stop_12,Stop_23,"Stop_12, Stop_16, Stop_2, Stop_12, Stop_27, Stop_3, Stop_23",6,Evening Off-Peak,30,12.45,I,60
73,Stop_12,Stop_23,"Stop_12, Stop_16, Stop_2, Stop_12, Stop_27, Stop_3, Stop_23",6,Evening Off-Peak,31,12.45,II,90
74,Stop_23,Stop_22,"Stop_23, Stop_34, Stop_10, Stop_2, Stop_20, Stop_12, Stop_26, Stop_39, Stop_32, Stop_9, Stop_22",5,Morning Peak,23,10.86,I,60
74,Stop_23,Stop_22,"Stop_23, Stop_34, Stop_10, Stop_2, Stop_20, Stop_12, Stop_26, Stop_39, Stop_32, Stop_9, Stop_22",5,Morning Peak,54,10.86,II,90
74,Stop_23,Stop_22,"Stop_23, Stop_34, Stop_10, Stop_2, Stop_20, Stop_12, Stop_26, Stop_39, Stop_32, Stop_9, Stop_22",5,Morning Off-Peak,34,10.86,I,60
74,Stop_23,Stop_22,"Stop_23, Stop_34, Stop_10, Stop_2, Stop_20, Stop_12, Stop_26, Stop_39, Stop_32, Stop_9, Stop_22",5,Morning Off-Peak,49,10.86,II,90
74,Stop_23,Stop_22,"Stop_23, Stop_34, Stop_10, Stop_2, Stop_20, Stop_12, Stop_26, Stop_39, Stop_32, Stop_9, Stop_22",5,Evening Peak,29,10.86,I,60
74,Stop_23,Stop_22,"Stop_23, Stop_34, Stop_10, Stop_2, Stop_20, Stop_12, Stop_26, Stop_39, Stop_32, Stop_9, Stop_22",5,Evening Peak,47,10.86,II,90
74,Stop_23,Stop_22,"Stop_23, Stop_34, Stop_10, Stop_2, Stop_20, Stop_12, Stop_26, Stop_39, Stop_32, Stop_9, Stop_22",5,Evening Off-Peak,31,10.86,I,60
74,Stop_23,Stop_22,"Stop_23, Stop_34, Stop_10, Stop_2, Stop_20, Stop_12, Stop_26, Stop_39, Stop_32, Stop_9, Stop_22",5,Evening Off-Peak,33,10.86,II,90
75,Stop_22,Stop_24,"Stop_22, Stop_18, Stop_25, Stop_20, Stop_36, Stop_33, Stop_32, Stop_24",10,Morning Peak,32,17.96,I,60
75,Stop_22,Stop_24,"Stop_22, Stop_18, Stop_25, Stop_20, Stop_36, Stop_33, Stop_32, Stop_24",10,Morning Peak,34,17.96,II,90
75,Stop_22,Stop_24,"Stop_22, Stop_18, Stop_25, Stop_20, Stop_36, Stop_33, Stop_32, Stop_24",10,Morning Off-Peak,38,17.96,I,60
75,Stop_22,Stop_24,"Stop_22, Stop_18, Stop_25, Stop_20, Stop_36, Stop_33, Stop_32, Stop_24",10,Morning Off-Peak,43,17.96,II,90
75,Stop_22,Stop_24,"Stop_22, Stop_18, Stop_25, Stop_20, Stop_36, Stop_33, Stop_32, Stop_24",10,Evening Peak,36,17.96,I,60
75,Stop_22,Stop_24,"Stop_22, Stop_18, Stop_25, Stop_20, Stop_36, Stop_33, Stop_32, Stop_24",10,Evening Peak,58,17.96,II,90
75,Stop_22,Stop_24,"Stop_22, Stop_18, Stop_25, Stop_20, Stop_36, Stop_33, Stop_32, Stop_24",10,Evening Off-Peak,34,17.96,I,60
